CO,error,beam,ref,CI,error,beam,ref
47.4,4.7,,Montoya Arroyave et al.2023,67.7,16.4,,Montoya Arroyave et al.2023
80.6,6.1,,Montoya Arroyave et al.2023,,,,
nan,nan,,Montoya Arroyave et al.2023,,,,
