CO,error,beam,ref,CI,error,beam,ref
277,55.6,43.5,4,311.000577502392,127.155405318432,13.5,this work
679,135.8,nan,Espada et al. 2018,667,45,43.5,Lu et al. 2017
1620,490,43.5,8,,,,
nan,nan,43.5,Lu et al. 2017,,,,
nan,nan,43.5,Lu et al. 2017,,,,
573.520784046858,83.8222684376178,43.5,Lu et al. 2017,,,,
363.051717171315,49.1632533669489,43.5,Lu et al. 2017,,,,
