CO,error,beam,ref,CI,error,beam,ref
128,32.1,43.5,1,708.776076308896,182.543233257752,13.5,this work
579,92.3,43.5,5,585,26,43.5,Lu et al. 2017
655,106,43.5,5,,,,
nan,nan,43.5,Lu et al. 2017,,,,
800.724554989877,100.75342082654,43.5,Lu et al. 2017,,,,
578.927095060163,39.7736172178738,43.5,Lu et al. 2017,,,,
322.005255131496,26.5180798343585,43.5,Lu et al. 2017,,,,
