CO,error,beam,ref,CI,error,beam,ref
51.2,0.7,23,Montoya Arroyave et al.2023,233.3,43,11,Montoya Arroyave et al.2023
191.9,4.4,27,Montoya Arroyave et al.2023,,,,
329.5,5.4,15,Montoya Arroyave et al.2023,,,,
