CO,error,beam,ref,CI,error,beam,ref
128,32,43.5,1,355.686159449168,76.9841039160008,13.5,this work
454,114,43.5,1,390,34,43.5,Lu et al. 2017
nan,nan,nan,not found,,,,
nan,nan,43.5,Lu et al. 2017,,,,
nan,nan,43.5,Lu et al. 2017,,,,
744.842502681679,44.3358632548618,43.5,Lu et al. 2017,,,,
338.249083864787,26.6038605286911,43.5,Lu et al. 2017,,,,
315.950417983592,53.2127019761839,43.5,Lu et al. 2017,,,,
