CO,error,beam,ref,CI,error,beam,ref
nan,nan,,Montoya Arroyave et al.2023,106.2,16,9,Montoya Arroyave et al.2023
77.9,4.6,27,Montoya Arroyave et al.2023,,,,
133.8,7.4,20,Montoya Arroyave et al.2023,,,,
