Title: L'_CO_/L_FIR_ Relations with CO Rotational Ladders of Galaxies 
       Across the Herschel SPIRE Archive 
Authors: Kamenetzky J., Rangwala N., Glenn J., Maloney P.R., Conley A. 
Table: Line Fluxes and Uncertainty Ranges from SPIRE FTS
================================================================================
Byte-by-byte Description of file: apjaa22eat2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units     Label  Explanations
--------------------------------------------------------------------------------
   1- 16 A16    ---       ID     Galaxy identifier
  18- 24 A7     ---       Line   Line identifier
  26- 26 A1     ---     f_Line   [X] Line is resolved? 
  28- 35 E8.2   Jy.km/s   Flux   Median line flux in Line
  37- 44 E8.2   Jy.km/s b_Flux   Lower 1{sigma} boundary for Flux
  46- 53 E8.2   Jy.km/s B_Flux   Upper 1{sigma} boundary for Flux
  55- 62 E8.2   Jy.km/s   UpLim  ? The 3{sigma} upper limit on the Line flux (1)
--------------------------------------------------------------------------------
Note (1): If blank the line is considered at least a 3{sigma} detection.
--------------------------------------------------------------------------------
NGC6701          CI2-1     7.61e+02 6.72e+02 8.37e+02          
NGC6701          CO4-3     1.05e+03 6.38e+02 1.44e+03 2.03e+03 
NGC6701          CO5-4     1.38e+03 1.09e+03 1.68e+03          
NGC6701          CO6-5     9.48e+02 8.22e+02 1.06e+03          
NGC6701          CO7-6     5.75e+02 4.84e+02 6.46e+02          
NGC6701          CO8-7     5.07e+02 3.93e+02 6.45e+02          
NGC6701          CO9-8     5.19e+02 3.36e+02 6.57e+02          
NGC6701          CO10-9    4.79e+02 3.22e+02 6.19e+02          
NGC6701          CO11-10   1.46e+02 3.01e+01 2.66e+02 4.64e+02 
NGC6701          CO12-11   1.76e+02 6.58e+01 2.89e+02 4.46e+02 
NGC6701          CO13-12   2.41e+02 1.07e+02 3.87e+02 5.60e+02 
NGC6701          NII       1.89e+03 1.74e+03 2.03e+03          
IRAS 19254-7245  CI2-1     2.92e+02 2.38e+02 3.43e+02          
IRAS 19254-7245  CO7-6     3.70e+02 3.16e+02 4.20e+02          
IRAS 19254-7245  CO8-7     2.23e+02 1.46e+02 2.83e+02          
IRAS 19254-7245  CO9-8     2.96e+02 2.16e+02 3.67e+02          
IRAS 19254-7245  CO10-9    1.85e+02 1.32e+02 2.35e+02          
IRAS 19254-7245  CO11-10   1.09e+02 5.34e+01 1.57e+02 2.32e+02 
IRAS 19254-7245  CO12-11   5.14e+01 1.87e+01 9.25e+01 1.49e+02 
IRAS 19254-7245  CO13-12   1.03e+02 5.91e+01 1.46e+02          
IRAS 19254-7245  NII     X 4.21e+02 3.48e+02 4.95e+02          
IRAS 19297-0406  CI1-0     3.21e+02 1.44e+02 4.69e+02 7.99e+02 
IRAS 19297-0406  CI2-1     1.27e+02 9.24e+01 1.67e+02          
IRAS 19297-0406  CO5-4     1.91e+02 7.75e+01 3.59e+02 5.81e+02 
IRAS 19297-0406  CO6-5     1.53e+02 7.68e+01 2.15e+02 3.26e+02 
IRAS 19297-0406  CO7-6     1.55e+02 1.20e+02 1.90e+02          
IRAS 19297-0406  CO8-7     1.72e+02 1.40e+02 2.02e+02          
IRAS 19297-0406  CO9-8     1.14e+02 3.11e+01 1.76e+02 2.51e+02 
IRAS 19297-0406  CO10-9    1.84e+02 1.14e+02 2.45e+02          
IRAS 19297-0406  CO11-10   1.03e+02 4.29e+01 1.74e+02 2.57e+02 
IRAS 19297-0406  CO12-11   4.12e+01 7.72e+00 9.61e+01 2.00e+02 
IRAS 19297-0406  CO13-12   7.59e+01 2.09e+01 1.29e+02 2.07e+02 
IRAS 19297-0406  NII       1.10e+02 5.73e+01 1.61e+02          
ESO339-G011      CI1-0     4.00e+02 1.57e+02 6.39e+02 1.07e+03 
ESO339-G011      CI2-1     3.23e+02 2.62e+02 3.80e+02          
ESO339-G011      CO5-4     3.72e+02 1.97e+02 5.52e+02 8.11e+02 
ESO339-G011      CO6-5     1.99e+02 1.08e+02 2.75e+02 4.19e+02 
ESO339-G011      CO7-6     1.88e+02 1.31e+02 2.41e+02          
ESO339-G011      CO8-7     1.43e+02 5.29e+01 2.31e+02 3.93e+02 
ESO339-G011      CO9-8     1.63e+02 6.06e+01 2.73e+02 5.41e+02 
ESO339-G011      CO10-9    1.47e+02 6.01e+01 2.47e+02 4.01e+02 
ESO339-G011      CO11-10   1.85e+02 7.28e+01 2.97e+02 4.06e+02 
ESO339-G011      CO12-11   9.80e+01 2.40e+01 1.62e+02 2.86e+02 
ESO339-G011      NII       1.33e+03 1.24e+03 1.42e+03          
3C 405           CI1-0     1.80e+02 6.95e+01 2.71e+02 5.58e+02 
3C 405           CI2-1     2.35e+02 2.01e+02 2.67e+02          
3C 405           CO5-4     1.40e+02 5.19e+01 2.79e+02 4.26e+02 
3C 405           CO6-5     9.26e+01 3.38e+01 1.37e+02 2.23e+02 
3C 405           CO7-6     3.67e+01 9.59e+00 6.72e+01 1.34e+02 
3C 405           CO9-8     1.01e+02 4.61e+01 1.68e+02 2.35e+02 
3C 405           CO11-10   4.35e+01 1.55e+01 8.74e+01 1.38e+02 
3C 405           CO13-12   5.18e+01 2.12e+01 9.15e+01 1.38e+02 
3C 405           NII       3.45e+02 3.13e+02 3.78e+02          
IRAS 20087-0308  CI2-1     1.96e+02 1.52e+02 2.39e+02          
IRAS 20087-0308  CO5-4     4.83e+02 2.57e+02 6.26e+02          
IRAS 20087-0308  CO6-5     1.37e+02 7.03e+01 2.18e+02 3.21e+02 
IRAS 20087-0308  CO7-6     3.07e+02 2.66e+02 3.47e+02          
IRAS 20087-0308  CO8-7     1.88e+02 1.48e+02 2.26e+02          
IRAS 20087-0308  CO10-9    1.97e+02 1.44e+02 2.46e+02          
IRAS 20087-0308  CO11-10   8.34e+01 3.62e+01 1.32e+02 1.90e+02 
IRAS 20087-0308  CO12-11   6.77e+01 2.19e+01 1.15e+02 1.87e+02 
IRAS 20087-0308  CO13-12   9.64e+01 5.72e+01 1.28e+02          
IRAS 20087-0308  NII       1.29e+02 8.34e+01 1.67e+02          
IRAS 20100-4156  CI2-1     1.65e+02 1.11e+02 2.04e+02          
IRAS 20100-4156  CO5-4     3.27e+02 1.68e+02 4.72e+02          
IRAS 20100-4156  CO6-5     8.20e+01 1.72e+01 1.70e+02 3.15e+02 
IRAS 20100-4156  CO7-6     1.69e+02 1.19e+02 2.10e+02          
IRAS 20100-4156  CO8-7     1.99e+02 1.52e+02 2.40e+02          
IRAS 20100-4156  CO10-9    2.18e+02 1.55e+02 2.74e+02          
IRAS 20100-4156  CO11-10   7.24e+01 3.14e+01 1.15e+02 1.71e+02 
IRAS 20100-4156  CO12-11   9.07e+01 3.74e+01 1.38e+02 1.99e+02 
IRAS 20100-4156  CO13-12   5.64e+01 2.28e+01 9.10e+01 1.36e+02 
IRAS 20100-4156  NII       1.70e+02 1.28e+02 2.13e+02          
MCG+04-48-002a   CI1-0     5.13e+02 1.47e+02 9.16e+02 1.60e+03 
MCG+04-48-002a   CI2-1     5.02e+02 4.06e+02 5.94e+02          
MCG+04-48-002a   CO5-4     8.08e+02 5.37e+02 1.02e+03          
MCG+04-48-002a   CO6-5     3.23e+02 1.90e+02 4.75e+02 6.21e+02 
MCG+04-48-002a   CO7-6     3.47e+02 2.76e+02 4.41e+02          
MCG+04-48-002a   CO8-7     3.27e+02 1.95e+02 4.61e+02 6.63e+02 
MCG+04-48-002a   CO10-9    1.22e+02 3.17e+01 2.26e+02 4.22e+02 
MCG+04-48-002a   CO11-10   2.01e+02 7.95e+01 3.24e+02 4.67e+02 
MCG+04-48-002a   CO12-11   3.61e+01 4.84e+00 1.07e+02 2.38e+02 
MCG+04-48-002a   NII     X 3.06e+03 2.90e+03 3.21e+03          
NGC6926          CI1-0     4.55e+02 2.22e+02 6.96e+02 1.11e+03 
NGC6926          CI2-1     3.32e+02 2.68e+02 4.00e+02          
NGC6926          CO5-4     4.91e+02 3.37e+02 6.46e+02          
NGC6926          CO6-5     7.26e+01 1.83e+01 1.49e+02 2.48e+02 
NGC6926          CO7-6     1.32e+02 8.72e+01 1.95e+02          
NGC6926          CO9-8     1.14e+02 2.01e+01 2.51e+02 4.25e+02 
NGC6926          CO10-9    1.98e+02 6.64e+01 3.45e+02 6.06e+02 
NGC6926          CO11-10   2.02e+02 6.84e+01 3.35e+02 5.67e+02 
NGC6926          CO12-11   1.52e+02 4.37e+01 3.09e+02 4.90e+02 
NGC6926          CO13-12   2.53e+02 1.05e+02 3.88e+02 6.50e+02 
NGC6926          NII       1.28e+03 1.12e+03 1.44e+03          
NGC6946          CI1-0     3.77e+03 3.43e+03 4.01e+03          
NGC6946          CI2-1     3.04e+03 2.94e+03 3.16e+03          
NGC6946          CO4-3     8.66e+03 8.29e+03 8.96e+03          
NGC6946          CO5-4     7.00e+03 6.75e+03 7.23e+03          
NGC6946          CO6-5     4.83e+03 4.69e+03 4.98e+03          
NGC6946          CO7-6     3.29e+03 3.19e+03 3.39e+03          
NGC6946          CO8-7     2.09e+03 1.91e+03 2.26e+03          
NGC6946          CO9-8     2.28e+03 2.03e+03 2.53e+03          
NGC6946          CO10-9    1.39e+03 1.14e+03 1.65e+03          
NGC6946          CO11-10   1.17e+03 9.02e+02 1.46e+03          
NGC6946          CO12-11   3.42e+02 9.35e+01 5.72e+02 9.14e+02 
NGC6946          NII       9.74e+03 9.28e+03 1.02e+04          
NGC6946_05       CI1-0     1.35e+02 3.37e+01 2.33e+02 4.01e+02 
NGC6946_05       CI2-1     2.15e+02 1.41e+02 2.71e+02          
NGC6946_05       CO4-3     6.50e+02 4.46e+02 8.27e+02          
NGC6946_05       CO5-4     1.60e+02 4.99e+01 2.96e+02 4.68e+02 
NGC6946_05       CO6-5     1.66e+02 9.57e+01 2.41e+02 3.64e+02 
NGC6946_05       CO7-6     1.98e+02 1.28e+02 2.47e+02          
NGC6946_05       CO8-7     9.12e+01 2.33e+01 1.51e+02 2.29e+02 
NGC6946_05       CO9-8     2.90e+02 1.48e+02 4.54e+02 6.47e+02 
NGC6946_05       CO10-9    5.98e+01 7.62e+00 1.57e+02 3.67e+02 
NGC6946_05       CO12-11   1.33e+02 3.64e+01 2.68e+02 4.82e+02 
NGC6946_05       CO13-12   1.79e+02 4.50e+01 3.39e+02 6.05e+02 
NGC6946_05       NII       5.34e+03 5.20e+03 5.47e+03          
IRAS 20414-1651  CI2-1     1.18e+02 8.02e+01 1.51e+02          
IRAS 20414-1651  CO5-4     1.40e+02 3.38e+01 2.62e+02 4.33e+02 
IRAS 20414-1651  CO6-5     6.87e+01 2.07e+01 1.22e+02 2.04e+02 
IRAS 20414-1651  CO7-6     7.19e+01 3.47e+01 1.14e+02 1.89e+02 
IRAS 20414-1651  CO8-7     1.35e+02 9.09e+01 1.79e+02          
IRAS 20414-1651  CO9-8     1.03e+02 3.58e+01 1.78e+02 2.63e+02 
IRAS 20414-1651  CO10-9    9.89e+01 4.75e+01 1.50e+02 2.11e+02 
IRAS 20414-1651  CO11-10   3.27e+01 1.07e+01 7.34e+01 1.35e+02 
IRAS 20414-1651  CO12-11   9.97e+01 6.37e+01 1.44e+02          
IRAS 20414-1651  CO13-12   4.46e+01 1.75e+01 7.73e+01 1.20e+02 
IRAS 20414-1651  NII       4.88e+01 1.54e+01 8.78e+01 1.44e+02 
3C 424           CI2-1     2.75e+01 5.92e+00 5.65e+01 1.13e+02 
3C 424           CO5-4     1.36e+02 4.04e+01 2.61e+02 5.05e+02 
3C 424           CO6-5     4.03e+01 6.16e+00 1.06e+02 2.19e+02 
3C 424           CO8-7     2.94e+01 6.43e+00 5.61e+01 9.85e+01 
3C 424           CO10-9    2.12e+01 3.44e+00 4.78e+01 1.24e+02 
3C 424           CO11-10   5.74e+01 2.78e+01 1.00e+02 1.50e+02 
3C 424           CO12-11   2.91e+01 8.86e+00 7.72e+01 1.26e+02 
3C 424           CO13-12   1.90e+01 2.52e+00 3.84e+01 8.92e+01 
3C 424           NII       3.81e+01 1.07e+01 7.01e+01 1.17e+02 
IC 5063          CI1-0     4.73e+02 1.28e+02 8.93e+02 1.41e+03 
IC 5063          CI2-1     2.78e+02 2.05e+02 3.61e+02          
IC 5063          CO5-4     4.67e+02 2.34e+02 7.81e+02 1.17e+03 
IC 5063          CO6-5     2.12e+02 8.50e+01 3.32e+02 4.96e+02 
IC 5063          CO7-6     3.33e+02 2.34e+02 4.22e+02          
IC 5063          CO8-7     1.24e+02 4.47e+01 2.17e+02 4.88e+02 
IC 5063          CO9-8     1.65e+02 4.07e+01 3.03e+02 5.58e+02 
IC 5063          CO10-9    1.62e+02 4.62e+01 3.37e+02 5.51e+02 
IC 5063          CO12-11   1.78e+02 7.27e+01 3.04e+02 4.36e+02 
IC 5063          CO13-12   1.56e+02 4.81e+01 2.84e+02 4.45e+02 
IC 5063          NII       3.09e+02 1.74e+02 4.57e+02          
CGCG448-020      CI1-0     2.80e+02 7.30e+01 5.96e+02 8.13e+02 
CGCG448-020      CI2-1     3.07e+02 2.32e+02 3.88e+02          
CGCG448-020      CO5-4     4.86e+02 2.20e+02 7.43e+02          
CGCG448-020      CO6-5     3.19e+02 1.84e+02 4.33e+02          
CGCG448-020      CO7-6     3.71e+02 2.97e+02 4.55e+02          
CGCG448-020      CO8-7     3.80e+02 2.82e+02 4.83e+02          
CGCG448-020      CO9-8     4.04e+02 2.50e+02 5.49e+02          
CGCG448-020      CO10-9    4.50e+02 3.56e+02 5.52e+02          
CGCG448-020      CO11-10   3.33e+02 2.06e+02 4.60e+02          
CGCG448-020      CO12-11   5.68e+02 4.64e+02 6.71e+02          
CGCG448-020      CO13-12   2.19e+02 1.28e+02 3.24e+02 4.60e+02 
CGCG448-020      NII       4.03e+02 3.01e+02 4.86e+02          
ESO286-IG019     CI1-0     1.88e+02 5.02e+01 3.88e+02 7.47e+02 
ESO286-IG019     CI2-1     2.39e+02 1.84e+02 2.94e+02          
ESO286-IG019     CO5-4     7.91e+02 6.18e+02 9.62e+02          
ESO286-IG019     CO6-5     5.35e+02 4.60e+02 6.17e+02          
ESO286-IG019     CO7-6     6.96e+02 6.44e+02 7.44e+02          
ESO286-IG019     CO8-7     6.96e+02 6.38e+02 7.60e+02          
ESO286-IG019     CO9-8     4.32e+02 3.29e+02 5.05e+02          
ESO286-IG019     CO10-9    5.67e+02 5.08e+02 6.25e+02          
ESO286-IG019     CO11-10   4.68e+02 4.07e+02 5.26e+02          
ESO286-IG019     CO12-11   3.56e+02 3.13e+02 3.99e+02          
ESO286-IG019     CO13-12   2.81e+02 2.33e+02 3.28e+02          
ESO286-IG019     NII       1.50e+02 9.27e+01 2.01e+02          
ESO286-G035      CI1-0     9.99e+02 6.40e+02 1.34e+03          
ESO286-G035      CI2-1     2.91e+02 2.15e+02 3.49e+02          
ESO286-G035      CO4-3     1.70e+03 1.36e+03 2.07e+03          
ESO286-G035      CO5-4     8.18e+02 5.98e+02 1.04e+03          
ESO286-G035      CO6-5     6.26e+02 5.31e+02 7.16e+02          
ESO286-G035      CO7-6     2.69e+02 1.97e+02 3.33e+02          
ESO286-G035      CO8-7     1.45e+02 6.66e+01 2.37e+02 3.77e+02 
ESO286-G035      CO9-8     1.71e+02 5.78e+01 2.67e+02 4.11e+02 
ESO286-G035      CO10-9    8.64e+01 2.45e+01 1.53e+02 2.44e+02 
ESO286-G035      CO11-10   1.12e+02 4.08e+01 1.85e+02 3.18e+02 
ESO286-G035      CO13-12   5.76e+01 1.49e+01 1.41e+02 2.25e+02 
ESO286-G035      NII       1.69e+03 1.61e+03 1.76e+03          
3C 433           CI2-1     6.29e+01 2.46e+01 1.03e+02 1.55e+02 
3C 433           CO5-4     1.41e+02 4.20e+01 2.45e+02 4.49e+02 
3C 433           CO6-5     9.88e+01 2.62e+01 1.67e+02 2.73e+02 
3C 433           CO7-6     4.40e+01 1.16e+01 7.82e+01 1.33e+02 
3C 433           CO8-7     3.44e+01 6.62e+00 6.19e+01 1.20e+02 
3C 433           CO10-9    2.95e+01 5.54e+00 4.82e+01 9.04e+01 
3C 433           CO11-10   4.20e+01 1.16e+01 7.83e+01 1.21e+02 
3C 433           CO12-11   3.06e+01 5.92e+00 6.62e+01 1.14e+02 
3C 433           NII       2.73e+01 7.19e+00 5.94e+01 1.07e+02 
NGC7130          CI1-0     8.42e+02 5.47e+02 1.08e+03          
NGC7130          CI2-1     9.96e+02 9.38e+02 1.04e+03          
NGC7130          CO4-3     2.29e+03 1.88e+03 2.61e+03          
NGC7130          CO5-4     1.78e+03 1.59e+03 1.96e+03          
NGC7130          CO6-5     1.32e+03 1.23e+03 1.42e+03          
NGC7130          CO7-6     9.92e+02 9.46e+02 1.05e+03          
NGC7130          CO8-7     6.52e+02 5.89e+02 7.11e+02          
NGC7130          CO9-8     6.98e+02 6.19e+02 7.82e+02          
NGC7130          CO10-9    4.76e+02 4.00e+02 5.50e+02          
NGC7130          CO11-10   3.39e+02 2.64e+02 4.02e+02          
NGC7130          CO12-11   2.33e+02 1.71e+02 2.95e+02          
NGC7130          CO13-12   1.45e+02 6.16e+01 2.27e+02 3.28e+02 
NGC7130          NII       2.86e+03 2.80e+03 2.92e+03          
NGC7172          CI1-0     1.03e+03 6.55e+02 1.41e+03          
NGC7172          CI2-1     7.84e+02 7.06e+02 8.57e+02          
NGC7172          CO4-3     6.40e+02 2.38e+02 1.11e+03 2.03e+03 
NGC7172          CO5-4     2.47e+02 4.53e+01 5.15e+02 8.00e+02 
NGC7172          CO6-5     4.68e+02 3.56e+02 5.73e+02          
NGC7172          CO7-6     7.19e+01 1.90e+01 1.42e+02 2.35e+02 
NGC7172          CO8-7     1.18e+02 4.79e+01 1.98e+02 3.38e+02 
NGC7172          CO9-8     8.84e+01 2.72e+01 1.57e+02 2.80e+02 
NGC7172          CO11-10   8.24e+01 3.01e+01 1.56e+02 2.76e+02 
NGC7172          CO13-12   1.07e+02 4.19e+01 1.90e+02 2.92e+02 
NGC7172          NII     X 4.48e+03 4.36e+03 4.60e+03          
ESO467-G027      CI1-0     5.91e+02 2.13e+02 1.02e+03 1.49e+03 
ESO467-G027      CI2-1     3.47e+02 2.86e+02 4.12e+02          
ESO467-G027      CO5-4     4.01e+02 1.49e+02 7.03e+02 1.21e+03 
ESO467-G027      CO6-5     1.06e+02 2.57e+01 2.28e+02 3.41e+02 
ESO467-G027      CO7-6     5.38e+01 7.36e+00 1.11e+02 1.89e+02 
ESO467-G027      CO8-7     6.90e+01 2.08e+01 1.22e+02 2.47e+02 
ESO467-G027      CO9-8     1.32e+02 4.01e+01 2.17e+02 3.84e+02 
ESO467-G027      CO10-9    1.72e+02 6.86e+01 2.81e+02 4.55e+02 
ESO467-G027      CO12-11   1.33e+02 3.92e+01 2.21e+02 3.08e+02 
ESO467-G027      NII       2.87e+03 2.77e+03 2.97e+03          
IC5179           CI1-0     8.48e+02 6.19e+02 1.10e+03          
IC5179           CI2-1     7.55e+02 6.50e+02 8.57e+02          
IC5179           CO4-3     6.64e+02 3.35e+02 9.98e+02 1.45e+03 
IC5179           CO5-4     7.18e+02 4.80e+02 9.32e+02          
IC5179           CO6-5     6.67e+02 5.37e+02 7.89e+02          
IC5179           CO7-6     4.07e+02 2.97e+02 5.15e+02          
IC5179           CO8-7     2.38e+02 1.05e+02 3.86e+02 6.41e+02 
IC5179           CO9-8     2.04e+02 5.62e+01 3.60e+02 5.88e+02 
IC5179           CO12-11   1.29e+02 2.51e+01 2.68e+02 4.70e+02 
IC5179           NII       6.53e+03 6.36e+03 6.69e+03          
NGC7331          CI1-0     9.08e+02 6.15e+02 1.17e+03          
NGC7331          CI2-1     7.12e+02 6.39e+02 7.81e+02          
NGC7331          CO4-3     1.59e+03 1.30e+03 1.85e+03          
NGC7331          CO5-4     6.65e+02 4.95e+02 8.73e+02          
NGC7331          CO6-5     3.74e+02 2.75e+02 5.00e+02          
NGC7331          CO7-6     9.06e+01 2.87e+01 1.58e+02 2.50e+02 
NGC7331          CO9-8     2.41e+02 4.66e+01 5.62e+02 9.22e+02 
NGC7331          CO11-10   2.66e+02 7.33e+01 4.74e+02 9.19e+02 
NGC7331          CO12-11   2.98e+02 7.00e+01 5.57e+02 1.02e+03 
NGC7331          NII       1.18e+04 1.14e+04 1.21e+04          
UGC12150         CI1-0     6.12e+02 3.55e+02 8.41e+02 1.37e+03 
UGC12150         CI2-1     4.39e+02 3.83e+02 5.03e+02          
UGC12150         CO5-4     6.51e+02 4.91e+02 8.45e+02          
UGC12150         CO6-5     5.67e+02 4.79e+02 6.48e+02          
UGC12150         CO7-6     3.93e+02 3.31e+02 4.56e+02          
UGC12150         CO8-7     3.33e+02 2.41e+02 4.26e+02          
UGC12150         CO9-8     1.69e+02 7.39e+01 2.91e+02 4.51e+02 
UGC12150         CO10-9    1.82e+02 8.82e+01 2.74e+02 4.27e+02 
UGC12150         CO11-10   6.57e+01 1.43e+01 1.56e+02 2.56e+02 
UGC12150         CO13-12   8.64e+01 2.57e+01 1.71e+02 2.71e+02 
UGC12150         NII       1.26e+03 1.19e+03 1.33e+03          
IRAS 22491-1808  CI2-1     7.74e+01 4.29e+01 1.13e+02 1.77e+02 
IRAS 22491-1808  CO5-4     4.71e+02 3.33e+02 5.91e+02          
IRAS 22491-1808  CO6-5     2.55e+02 1.78e+02 3.23e+02          
IRAS 22491-1808  CO7-6     2.24e+02 1.89e+02 2.61e+02          
IRAS 22491-1808  CO8-7     2.96e+02 2.49e+02 3.29e+02          
IRAS 22491-1808  CO9-8     1.47e+02 5.14e+01 2.19e+02 3.00e+02 
IRAS 22491-1808  CO10-9    2.69e+02 2.03e+02 3.35e+02          
IRAS 22491-1808  CO11-10   2.01e+02 1.49e+02 2.58e+02          
IRAS 22491-1808  CO12-11   1.56e+02 1.10e+02 1.98e+02          
IRAS 22491-1808  CO13-12   1.32e+02 9.74e+01 1.67e+02          
IRAS 22491-1808  NII       9.80e+01 5.38e+01 1.45e+02          
NGC7465          CI1-0     2.68e+02 1.08e+02 4.35e+02 7.04e+02 
NGC7465          CI2-1     2.41e+02 1.58e+02 3.12e+02          
NGC7465          CO4-3     3.40e+02 1.53e+02 5.11e+02 8.95e+02 
NGC7465          CO5-4     4.42e+02 2.14e+02 6.13e+02          
NGC7465          CO6-5     1.19e+02 3.70e+01 2.14e+02 3.45e+02 
NGC7465          CO7-6     6.08e+01 1.87e+01 1.18e+02 2.29e+02 
NGC7465          CO8-7     1.92e+02 7.10e+01 3.03e+02 4.73e+02 
NGC7465          CO9-8     1.48e+02 3.83e+01 2.81e+02 4.72e+02 
NGC7465          CO10-9    1.33e+02 5.01e+01 2.41e+02 4.03e+02 
NGC7465          CO11-10   6.33e+01 9.73e+00 1.42e+02 2.24e+02 
NGC7465          NII       5.02e+02 4.09e+02 5.96e+02          
NGC7469          CI1-0     1.32e+03 1.13e+03 1.51e+03          
NGC7469          CI2-1     1.51e+03 1.46e+03 1.55e+03          
NGC7469          CO4-3     2.36e+03 2.12e+03 2.59e+03          
NGC7469          CO5-4     2.30e+03 2.19e+03 2.41e+03          
NGC7469          CO6-5     1.79e+03 1.73e+03 1.84e+03          
NGC7469          CO7-6     1.22e+03 1.18e+03 1.27e+03          
NGC7469          CO8-7     8.31e+02 7.62e+02 8.94e+02          
NGC7469          CO9-8     6.28e+02 5.67e+02 6.89e+02          
NGC7469          CO10-9    4.06e+02 3.54e+02 4.61e+02          
NGC7469          CO11-10   3.01e+02 2.51e+02 3.51e+02          
NGC7469          CO12-11   2.03e+02 1.55e+02 2.51e+02          
NGC7469          CO13-12   1.96e+02 1.31e+02 2.64e+02          
NGC7469          NII       2.35e+03 2.29e+03 2.41e+03          
ESO148-IG002     CI1-0     1.56e+01 1.97e+00 3.83e+01 8.17e+01 
ESO148-IG002     CI2-1     1.88e+02 1.61e+02 2.15e+02          
ESO148-IG002     CO5-4     1.83e+02 1.39e+02 2.31e+02          
ESO148-IG002     CO6-5     2.58e+02 2.20e+02 2.96e+02          
ESO148-IG002     CO7-6     3.11e+02 2.84e+02 3.37e+02          
ESO148-IG002     CO8-7     3.40e+02 3.04e+02 3.82e+02          
ESO148-IG002     CO9-8     3.09e+02 2.38e+02 3.76e+02          
ESO148-IG002     CO10-9    2.58e+02 2.07e+02 3.01e+02          
ESO148-IG002     CO11-10   2.07e+02 1.68e+02 2.55e+02          
ESO148-IG002     CO12-11   1.36e+02 1.02e+02 1.72e+02          
ESO148-IG002     CO13-12   1.78e+02 1.42e+02 2.15e+02          
ESO148-IG002     NII       3.68e+02 3.31e+02 4.10e+02          
IC5298           CI1-0     7.57e+02 2.98e+02 1.12e+03 1.84e+03 
IC5298           CI2-1     3.86e+02 3.05e+02 4.60e+02          
IC5298           CO5-4     7.70e+02 5.40e+02 1.00e+03          
IC5298           CO6-5     7.34e+02 6.08e+02 8.48e+02          
IC5298           CO7-6     3.86e+02 3.08e+02 4.56e+02          
IC5298           CO8-7     4.55e+02 3.59e+02 5.46e+02          
IC5298           CO9-8     2.99e+02 2.00e+02 4.06e+02          
IC5298           CO10-9    6.08e+01 1.72e+01 1.28e+02 2.09e+02 
IC5298           CO11-10   8.52e+01 2.77e+01 1.50e+02 2.77e+02 
IC5298           CO12-11   8.49e+01 2.60e+01 1.56e+02 2.39e+02 
IC5298           CO13-12   8.07e+01 2.13e+01 1.63e+02 2.47e+02 
IC5298           NII       5.61e+02 4.93e+02 6.35e+02          
NGC7552          CI1-0     2.56e+03 2.20e+03 2.91e+03          
NGC7552          CI2-1     3.78e+03 3.68e+03 3.86e+03          
NGC7552          CO4-3     5.83e+03 5.41e+03 6.25e+03          
NGC7552          CO5-4     5.49e+03 5.24e+03 5.74e+03          
NGC7552          CO6-5     5.33e+03 5.21e+03 5.44e+03          
NGC7552          CO7-6     4.05e+03 3.94e+03 4.13e+03          
NGC7552          CO8-7     3.08e+03 2.92e+03 3.21e+03          
NGC7552          CO9-8     1.85e+03 1.69e+03 1.99e+03          
NGC7552          CO10-9    1.17e+03 1.05e+03 1.29e+03          
NGC7552          CO11-10   9.12e+02 8.02e+02 1.02e+03          
NGC7552          CO12-11   3.62e+02 2.65e+02 4.65e+02          
NGC7552          CO13-12   2.49e+02 9.90e+01 4.14e+02 6.25e+02 
NGC7552          NII       7.12e+03 6.97e+03 7.24e+03          
NGC7591          CI1-0     5.23e+02 1.99e+02 8.25e+02 1.18e+03 
NGC7591          CI2-1     6.25e+02 5.80e+02 6.73e+02          
NGC7591          CO4-3     1.08e+03 6.93e+02 1.39e+03 1.78e+03 
NGC7591          CO5-4     2.70e+02 1.04e+02 5.34e+02 7.88e+02 
NGC7591          CO6-5     5.05e+02 3.92e+02 6.24e+02          
NGC7591          CO7-6     4.14e+02 3.63e+02 4.70e+02          
NGC7591          CO8-7     2.79e+02 2.17e+02 3.59e+02          
NGC7591          CO9-8     2.48e+02 1.24e+02 3.71e+02 4.99e+02 
NGC7591          CO10-9    2.56e+02 1.61e+02 3.50e+02          
NGC7591          CO11-10   1.10e+02 3.58e+01 2.16e+02 3.63e+02 
NGC7591          CO12-11   9.55e+01 2.80e+01 1.89e+02 2.79e+02 
NGC7591          CO13-12   1.11e+02 4.29e+01 1.82e+02 3.24e+02 
NGC7591          NII       1.11e+03 1.02e+03 1.19e+03          
NGC7592          CI1-0     3.58e+02 1.16e+02 6.78e+02 1.17e+03 
NGC7592          CI2-1     4.08e+02 3.28e+02 4.73e+02          
NGC7592          CO5-4     5.09e+02 2.42e+02 7.27e+02          
NGC7592          CO6-5     5.59e+02 4.28e+02 6.56e+02          
NGC7592          CO7-6     3.19e+02 2.39e+02 3.98e+02          
NGC7592          CO8-7     3.13e+02 2.05e+02 4.11e+02          
NGC7592          CO9-8     4.20e+02 2.78e+02 5.69e+02          
NGC7592          CO10-9    1.17e+02 4.22e+01 1.93e+02 4.18e+02 
