UGC02982        , CO9-8  ,  ,145,46.2,263,419
UGC02982        , CO11-10,  ,134,47.4,260,441
UGC02982        , CO12-11,  ,140,35.7,272,441
UGC02982        , NII    ,  ,3130,2990,3280,          
ESO420-G013     , CI1-0  ,  ,1200,544,1830,          
ESO420-G013     , CI2-1  ,  ,1000,873,1130,          
ESO420-G013     , CO4-3  ,  ,1880,1060,2600,          
ESO420-G013     , CO5-4  ,  ,1490,1100,1870,          
ESO420-G013     , CO6-5  ,  ,1150,937,1300,          
ESO420-G013     , CO7-6  ,  ,661,536,781,          
ESO420-G013     , CO8-7  ,  ,269,84.8,464,771
ESO420-G013     , CO9-8  ,  ,159,50.5,295,533
ESO420-G013     , CO10-9 ,  ,152,47.8,279,538
ESO420-G013     , CO11-10,  ,91.6,22,182,378
ESO420-G013     , CO12-11,  ,362,237,473,          
ESO420-G013     , CO13-12,  ,157,42.8,303,439
ESO420-G013     , NII    ,  ,2640,2510,2760,          
NGC1572         , CI1-0  ,  ,482,130,1050,1670
NGC1572         , CI2-1  ,  ,933,815,1050,          
NGC1572         , CO5-4  ,  ,1360,1040,1690,          
NGC1572         , CO6-5  ,  ,1060,873,1230,          
NGC1572         , CO7-6  ,  ,731,633,837,          
NGC1572         , CO8-7  ,  ,358,213,504,          
NGC1572         , CO9-8  ,  ,161,50.9,285,466
NGC1572         , CO10-9 ,  ,123,38.9,217,384
NGC1572         , CO11-10,  ,123,39.6,242,397
NGC1572         , CO12-11,  ,144,62.8,242,365
NGC1572         , NII    , X,2410,2270,2550,          
IRAS04271+3849  , CI1-0  ,  ,51.1,5.54,122,299
IRAS04271+3849  , CI2-1  ,  ,216,179,257,          
IRAS04271+3849  , CO5-4  ,  ,246,112,353,519
IRAS04271+3849  , CO6-5  ,  ,253,197,306,          
IRAS04271+3849  , CO7-6  ,  ,180,145,224,          
IRAS04271+3849  , CO8-7  ,  ,287,214,356,          
IRAS04271+3849  , CO9-8  ,  ,86,26.7,147,266
IRAS04271+3849  , CO10-9 ,  ,166,94.4,225,          
IRAS04271+3849  , CO13-12,  ,51.4,14.3,92.5,186
IRAS04271+3849  , NII    , X,1820,1750,1890,          
NGC1614         , CI1-0  ,  ,842,505,1080,          
NGC1614         , CI2-1  ,  ,1080,1010,1140,          
NGC1614         , CO4-3  ,  ,2080,1710,2410,          
NGC1614         , CO5-4  ,  ,2250,2090,2420,          
NGC1614         , CO6-5  ,  ,1720,1640,1810,          
NGC1614         , CO7-6  ,  ,1400,1350,1460,          
NGC1614         , CO8-7  ,  ,1100,1030,1170,          
NGC1614         , CO9-8  ,  ,698,626,774,          
NGC1614         , CO10-9 ,  ,593,527,657,          
NGC1614         , CO11-10,  ,282,224,339,          
NGC1614         , CO12-11,  ,196,142,254,          
NGC1614         , CO13-12,  ,103,37.5,174,283
NGC1614         , NII    , X,2180,2100,2260,          
UGC03094        , CI1-0  ,  ,323,143,531,826
UGC03094        , CI2-1  ,  ,314,265,365,          
UGC03094        , CO5-4  ,  ,214,87.7,352,545
UGC03094        , CO6-5  ,  ,268,199,335,          
UGC03094        , CO7-6  ,  ,113,65.6,163,          
UGC03094        , CO8-7  ,  ,54.5,20,114,216
UGC03094        , CO9-8  ,  ,125,39.6,238,462
UGC03094        , CO10-9 ,  ,205,124,306,439
UGC03094        , CO11-10,  ,77.6,20.2,147,301
UGC03094        , NII    ,  ,1730,1630,1820,          
MCG-05-12-006   , CI1-0  ,  ,433,149,773,1350
MCG-05-12-006   , CI2-1  ,  ,465,361,555,          
MCG-05-12-006   , CO5-4  ,  ,393,158,660,1060
MCG-05-12-006   , CO6-5  ,  ,504,373,637,          
MCG-05-12-006   , CO7-6  ,  ,637,531,730,          
MCG-05-12-006   , CO8-7  ,  ,114,29.1,249,430
MCG-05-12-006   , CO9-8  ,  ,533,330,705,          
MCG-05-12-006   , CO10-9 ,  ,331,234,468,          
MCG-05-12-006   , CO12-11,  ,83,16,159,339
MCG-05-12-006   , NII    ,  ,723,620,819,          
IRAS F05189-2524, CI1-0  ,  ,357,153,558,772
IRAS F05189-2524, CI2-1  ,  ,211,160,258,          
IRAS F05189-2524, CO5-4  ,  ,261,124,379,599
IRAS F05189-2524, CO6-5  ,  ,375,307,453,          
IRAS F05189-2524, CO7-6  ,  ,298,245,350,          
IRAS F05189-2524, CO8-7  ,  ,388,334,437,          
IRAS F05189-2524, CO9-8  ,  ,227,185,266,          
IRAS F05189-2524, CO10-9 ,  ,259,221,289,          
IRAS F05189-2524, CO11-10,  ,162,130,190,          
IRAS F05189-2524, CO12-11,  ,146,121,174,          
IRAS F05189-2524, CO13-12,  ,140,113,164,          
IRAS F05189-2524, NII    ,  ,188,160,213,          
IRAS05223+1908  , CO7-6  ,  ,172,172,172,          
IRAS05223+1908  , CO8-7  ,  ,81.1,81.1,81.1,          
MCG+08-11-002   , CI1-0  ,  ,824,430,1270,          
MCG+08-11-002   , CI2-1  ,  ,1030,934,1120,          
MCG+08-11-002   , CO5-4  ,  ,1640,1370,1950,          
MCG+08-11-002   , CO6-5  ,  ,1180,1060,1320,          
MCG+08-11-002   , CO7-6  ,  ,802,699,883,          
MCG+08-11-002   , CO8-7  ,  ,596,476,720,          
MCG+08-11-002   , CO9-8  ,  ,565,428,705,          
MCG+08-11-002   , CO10-9 ,  ,304,209,409,          
MCG+08-11-002   , CO11-10,  ,192,82.5,281,435
MCG+08-11-002   , CO12-11,  ,78.6,23.4,146,261
MCG+08-11-002   , CO13-12,  ,149,51.6,233,379
MCG+08-11-002   , NII    ,  ,1120,1020,1220,          
NGC1961         , CI1-0  ,  ,504,283,866,          
NGC1961         , CI2-1  ,  ,729,628,825,          
NGC1961         , CO4-3  ,  ,1500,1220,1970,          
NGC1961         , CO5-4  ,  ,1090,925,1280,          
NGC1961         , CO6-5  ,  ,543,419,660,          
NGC1961         , CO7-6  ,  ,489,391,588,          
NGC1961         , CO8-7  ,  ,520,370,685,          
NGC1961         , CO9-8  ,  ,386,137,667,996
NGC1961         , CO10-9 ,  ,203,43.8,481,688
NGC1961         , CO11-10,  ,220,58.1,445,772
NGC1961         , CO12-11,  ,504,309,734,          
NGC1961         , CO13-12,  ,223,72.1,432,755
NGC1961         , NII    , X,3290,2840,3730,          
UGC03351        , CI1-0  ,  ,611,265,957,1500
UGC03351        , CI2-1  ,  ,864,755,971,          
UGC03351        , CO4-3  ,  ,1410,848,1860,          
UGC03351        , CO5-4  ,  ,1180,880,1470,          
UGC03351        , CO6-5  ,  ,947,812,1050,          
UGC03351        , CO7-6  ,  ,511,411,623,          
UGC03351        , CO8-7  ,  ,259,113,376,579
UGC03351        , CO9-8  ,  ,136,39.6,268,509
UGC03351        , CO10-9 ,  ,265,127,403,601
UGC03351        , CO11-10,  ,142,38.7,270,448
UGC03351        , CO13-12,  ,179,87.8,294,480
UGC03351        , NII    ,  ,2230,2120,2340,          
IRAS05442+1732  , CI1-0  ,  ,635,274,1150,2010
IRAS05442+1732  , CI2-1  ,  ,328,242,412,          
IRAS05442+1732  , CO5-4  ,  ,658,280,1090,1830
IRAS05442+1732  , CO6-5  ,  ,513,388,689,          
IRAS05442+1732  , CO7-6  ,  ,376,294,460,          
IRAS05442+1732  , CO8-7  ,  ,448,344,539,          
IRAS05442+1732  , CO9-8  ,  ,238,104,388,598
IRAS05442+1732  , CO11-10,  ,156,39.8,262,455
IRAS05442+1732  , CO13-12,  ,117,46.9,218,340
IRAS05442+1732  , NII    ,  ,709,631,790,          
IRAS 06035-7102 , CI1-0  ,  ,112,11.2,242,435
IRAS 06035-7102 , CI2-1  ,  ,147,102,195,          
IRAS 06035-7102 , CO5-4  ,  ,520,322,678,          
IRAS 06035-7102 , CO6-5  ,  ,269,185,358,          
IRAS 06035-7102 , CO7-6  ,  ,307,261,358,          
IRAS 06035-7102 , CO8-7  ,  ,332,285,383,          
IRAS 06035-7102 , CO9-8  ,  ,284,218,362,          
IRAS 06035-7102 , CO10-9 ,  ,301,248,363,          
IRAS 06035-7102 , CO11-10,  ,220,177,258,          
IRAS 06035-7102 , CO12-11,  ,138,90.6,187,          
IRAS 06035-7102 , CO13-12,  ,36,10.1,70.9,128
IRAS 06035-7102 , NII    ,  ,250,212,287,          
UGC03410a       , CI1-0  ,  ,586,232,899,1280
UGC03410a       , CI2-1  ,  ,584,479,680,          
UGC03410a       , CO4-3  ,  ,420,113,851,1550
UGC03410a       , CO5-4  ,  ,329,126,534,879
UGC03410a       , CO6-5  ,  ,344,232,458,          
UGC03410a       , CO7-6  ,  ,66.2,11.5,150,244
UGC03410a       , CO9-8  ,  ,226,76.4,412,759
UGC03410a       , CO10-9 ,  ,132,25.2,278,520
UGC03410a       , CO11-10,  ,301,109,452,717
UGC03410a       , CO13-12,  ,206,63.9,378,641
UGC03410a       , NII    ,  ,4120,3940,4270,          
NGC2146-NW      , CI1-0  ,  ,3270,2960,3540,          
NGC2146-NW      , CI2-1  ,  ,4110,4010,4210,          
NGC2146-NW      , CO4-3  ,  ,7570,7160,7960,          
NGC2146-NW      , CO5-4  ,  ,7430,7200,7630,          
NGC2146-NW      , CO6-5  ,  ,6680,6570,6800,          
NGC2146-NW      , CO7-6  ,  ,4470,4340,4580,          
NGC2146-NW      , CO8-7  ,  ,3430,3240,3570,          
NGC2146-NW      , CO9-8  ,  ,2290,1970,2560,          
NGC2146-NW      , CO10-9 ,  ,979,787,1190,          
NGC2146-NW      , CO11-10,  ,703,499,918,          
NGC2146-NW      , CO12-11,  ,636,452,812,          
NGC2146-NW      , NII    ,  ,19400,19000,19800,          
NGC2146-nuc     , CI1-0  ,  ,2630,2300,2930,          
NGC2146-nuc     , CI2-1  ,  ,4590,4490,4680,          
NGC2146-nuc     , CO4-3  ,  ,7700,7300,8080,          
NGC2146-nuc     , CO5-4  ,  ,8320,8130,8530,          
NGC2146-nuc     , CO6-5  ,  ,7530,7400,7650,          
NGC2146-nuc     , CO7-6  ,  ,5390,5280,5490,          
NGC2146-nuc     , CO8-7  ,  ,4360,4150,4540,          
NGC2146-nuc     , CO9-8  ,  ,2900,2670,3130,          
NGC2146-nuc     , CO10-9 ,  ,1810,1640,2000,          
NGC2146-nuc     , CO11-10,  ,1250,1050,1460,          
NGC2146-nuc     , CO12-11,  ,521,323,717,960
NGC2146-nuc     , CO13-12,  ,565,220,965,1510
NGC2146-nuc     , NII    ,  ,26600,26200,27000,          
NGC2146-SE      , CI1-0  ,  ,2820,2510,3150,          
NGC2146-SE      , CI2-1  ,  ,3870,3770,3980,          
NGC2146-SE      , CO4-3  ,  ,7450,7050,7840,          
NGC2146-SE      , CO5-4  ,  ,6960,6730,7210,          
NGC2146-SE      , CO6-5  ,  ,6610,6460,6760,          
NGC2146-SE      , CO7-6  ,  ,4670,4550,4790,          
NGC2146-SE      , CO8-7  ,  ,3820,3560,4020,          
NGC2146-SE      , CO9-8  ,  ,2240,1940,2530,          
NGC2146-SE      , CO10-9 ,  ,1260,1030,1460,          
NGC2146-SE      , CO11-10,  ,1000,747,1250,          
NGC2146-SE      , CO12-11,  ,403,161,637,1010
NGC2146-SE      , CO13-12,  ,664,228,1250,1970
NGC2146-SE      , NII    ,  ,21700,21200,22100,          
IRAS 06206-6315 , CI2-1  ,  ,141,98.6,190,          
IRAS 06206-6315 , CO5-4  ,  ,168,45.6,281,396
IRAS 06206-6315 , CO6-5  ,  ,177,97.3,269,366
IRAS 06206-6315 , CO7-6  ,  ,176,130,221,          
IRAS 06206-6315 , CO8-7  ,  ,144,104,181,          
IRAS 06206-6315 , CO10-9 ,  ,82.8,43,118,177
IRAS 06206-6315 , CO11-10,  ,78.9,41.7,116,171
IRAS 06206-6315 , CO12-11,  ,29.1,6.53,54,88.2
IRAS 06206-6315 , NII    ,  ,80.1,48.4,109,          
ESO255-IG007    , CI1-0  ,  ,335,120,632,1020
ESO255-IG007    , CI2-1  ,  ,370,317,423,          
ESO255-IG007    , CO5-4  ,  ,509,304,668,894
ESO255-IG007    , CO6-5  ,  ,466,374,552,          
ESO255-IG007    , CO7-6  ,  ,320,262,378,          
ESO255-IG007    , CO8-7  ,  ,305,234,366,          
ESO255-IG007    , CO9-8  ,  ,287,221,353,          
ESO255-IG007    , CO10-9 ,  ,215,161,258,          
ESO255-IG007    , CO12-11,  ,39.8,6.98,78.5,146
ESO255-IG007    , CO13-12,  ,69.9,28.5,117,183
ESO255-IG007    , NII    ,  ,612,561,659,          
UGC03608        , CI1-0  ,  ,287,99.4,474,776
UGC03608        , CI2-1  ,  ,450,392,503,          
UGC03608        , CO5-4  ,  ,862,698,990,          
UGC03608        , CO6-5  ,  ,494,435,558,          
UGC03608        , CO7-6  ,  ,382,329,440,          
UGC03608        , CO8-7  ,  ,298,232,367,          
UGC03608        , CO9-8  ,  ,196,61.4,310,509
UGC03608        , CO10-9 ,  ,168,71.2,265,408
UGC03608        , CO11-10,  ,85.6,15.2,189,283
UGC03608        , CO12-11,  ,92.3,32.8,156,269
UGC03608        , CO13-12,  ,28.9,1.95,96.1,217
UGC03608        , NII    ,  ,1150,1070,1250,          
NGC2342b        , CI1-0  ,  ,190,40.1,365,868
NGC2342b        , CI2-1  ,  ,339,285,397,          
NGC2342b        , CO4-3  ,  ,468,161,859,1700
NGC2342b        , CO5-4  ,  ,380,136,565,850
NGC2342b        , CO6-5  ,  ,293,180,399,          
NGC2342b        , CO7-6  ,  ,261,207,321,          
NGC2342b        , CO8-7  ,  ,276,180,345,          
NGC2342b        , CO10-9 ,  ,94.3,23.3,167,305
NGC2342b        , CO12-11,  ,162,89.3,231,339
NGC2342b        , CO13-12,  ,72.6,15.4,138,250
NGC2342b        , NII    ,  ,1670,1570,1760,          
NGC2342a        , CI1-0  ,  ,561,280,809,1250
NGC2342a        , CI2-1  ,  ,378,320,436,          
NGC2342a        , CO4-3  ,  ,1050,747,1330,          
NGC2342a        , CO6-5  ,  ,477,375,579,          
NGC2342a        , CO7-6  ,  ,240,176,297,          
NGC2342a        , CO8-7  ,  ,158,58,251,442
NGC2342a        , CO9-8  ,  ,61.6,6.81,180,424
NGC2342a        , CO10-9 ,  ,183,38.6,321,510
NGC2342a        , CO13-12,  ,206,66.4,358,578
NGC2342a        , NII    ,  ,1420,1260,1580,          
NGC2369         , CI1-0  ,  ,1380,872,1790,          
NGC2369         , CI2-1  ,  ,1420,1340,1550,          
NGC2369         , CO4-3  ,  ,1370,716,1820,2630
NGC2369         , CO5-4  ,  ,2280,2000,2530,          
NGC2369         , CO6-5  ,  ,1850,1720,1990,          
NGC2369         , CO7-6  ,  ,1190,1080,1320,          
NGC2369         , CO8-7  ,  ,950,821,1080,          
NGC2369         , CO9-8  ,  ,670,520,856,          
NGC2369         , CO10-9 ,  ,416,276,563,          
NGC2369         , CO11-10,  ,260,137,402,629
NGC2369         , CO12-11,  ,286,193,418,          
NGC2369         , CO13-12,  ,116,27.3,243,362
NGC2369         , NII    , X,5840,5680,6010,          
NGC2388a        , CI1-0  ,  ,316,126,704,1160
NGC2388a        , CI2-1  ,  ,691,611,756,          
NGC2388a        , CO4-3  ,  ,779,404,1250,1920
NGC2388a        , CO5-4  ,  ,735,515,968,          
NGC2388a        , CO6-5  ,  ,1010,906,1140,          
NGC2388a        , CO7-6  ,  ,693,611,764,          
NGC2388a        , CO8-7  ,  ,575,464,705,          
NGC2388a        , CO9-8  ,  ,323,217,476,          
NGC2388a        , CO10-9 ,  ,125,25.7,213,325
NGC2388a        , CO11-10,  ,93.2,15.7,177,355
NGC2388a        , CO12-11,  ,52.3,9.36,133,221
NGC2388a        , CO13-12,  ,227,119,331,481
NGC2388a        , NII    ,  ,2140,2040,2230,          
MCG+02-20-003   , CI1-0  ,  ,311,111,612,1020
MCG+02-20-003   , CI2-1  ,  ,325,260,403,          
MCG+02-20-003   , CO4-3  ,  ,349,113,748,1460
MCG+02-20-003   , CO5-4  ,  ,592,358,792,          
MCG+02-20-003   , CO6-5  ,  ,536,432,627,          
MCG+02-20-003   , CO7-6  ,  ,261,207,335,          
MCG+02-20-003   , CO8-7  ,  ,220,126,302,425
MCG+02-20-003   , CO9-8  ,  ,243,140,344,          
MCG+02-20-003   , CO10-9 ,  ,79.8,31.1,138,257
MCG+02-20-003   , CO11-10,  ,237,150,306,          
MCG+02-20-003   , CO12-11,  ,97.7,38.3,162,251
MCG+02-20-003   , CO13-12,  ,66.7,17,121,194
MCG+02-20-003   , NII    ,  ,735,674,800,          
IRAS 07598+6508 , CI2-1  ,  ,38.7,13.7,69.7,130
IRAS 07598+6508 , CO5-4  ,  ,110,30,252,418
IRAS 07598+6508 , CO6-5  ,  ,132,49.4,225,340
IRAS 07598+6508 , CO7-6  ,  ,42.7,16.1,83.9,145
IRAS 07598+6508 , CO8-7  ,  ,28.6,8.63,54.6,89.8
IRAS 07598+6508 , CO10-9 ,  ,71.6,20.5,127,199
IRAS 07598+6508 , CO11-10,  ,63.1,20.7,109,158
IRAS 07598+6508 , CO12-11,  ,68.4,33.2,111,161
IRAS 07598+6508 , CO13-12,  ,42.6,8.78,78.4,141
IRAS 07598+6508 , NII    ,  ,58.4,21.6,95.1,148
B2 0827+24      , CO8-7  ,  ,79,19.7,157,353
IRAS 08311-2459 , CI2-1  ,  ,186,144,237,          
IRAS 08311-2459 , CO5-4  ,  ,564,339,749,          
IRAS 08311-2459 , CO6-5  ,  ,573,483,667,          
IRAS 08311-2459 , CO7-6  ,  ,364,319,413,          
IRAS 08311-2459 , CO8-7  ,  ,303,248,355,          
IRAS 08311-2459 , CO10-9 ,  ,185,145,233,          
IRAS 08311-2459 , CO11-10,  ,137,89.2,176,          
IRAS 08311-2459 , CO12-11,  ,166,117,205,          
IRAS 08311-2459 , CO13-12,  ,35.5,10.4,66.9,125
IRAS 08311-2459 , NII    ,  ,208,168,244,          
He2-10          , CI1-0  ,  ,230,83.4,406,561
He2-10          , CI2-1  ,  ,308,252,353,          
He2-10          , CO4-3  ,  ,364,197,551,          
He2-10          , CO5-4  ,  ,546,444,674,          
He2-10          , CO6-5  ,  ,598,548,663,          
He2-10          , CO7-6  ,  ,457,402,502,          
He2-10          , CO8-7  ,  ,354,288,422,          
He2-10          , CO9-8  ,  ,399,306,498,          
He2-10          , CO10-9 ,  ,261,165,354,484
He2-10          , CO11-10,  ,144,67.8,237,338
He2-10          , CO13-12,  ,239,103,370,          
He2-10          , NII    ,  ,2140,2030,2240,          
IRAS08355-4944  , CI1-0  ,  ,82.6,17.5,164,285
IRAS08355-4944  , CI2-1  ,  ,91.9,64.8,118,          
IRAS08355-4944  , CO5-4  ,  ,41.5,5.06,96.8,165
IRAS08355-4944  , CO6-5  ,  ,94.1,52.6,125,171
IRAS08355-4944  , CO7-6  ,  ,170,147,194,          
IRAS08355-4944  , CO8-7  ,  ,190,149,234,          
IRAS08355-4944  , CO9-8  ,  ,161,97.2,239,371
IRAS08355-4944  , CO10-9 ,  ,311,258,365,          
IRAS08355-4944  , CO11-10,  ,126,68.9,193,277
IRAS08355-4944  , CO12-11,  ,134,85.9,189,          
IRAS08355-4944  , CO13-12,  ,357,294,404,          
IRAS08355-4944  , NII    ,  ,501,444,549,          
NGC2623         , CI1-0  ,  ,536,324,737,          
NGC2623         , CI2-1  ,  ,748,704,786,          
NGC2623         , CO5-4  ,  ,1030,913,1130,          
NGC2623         , CO6-5  ,  ,958,909,1010,          
NGC2623         , CO7-6  ,  ,876,831,918,          
NGC2623         , CO8-7  ,  ,880,832,942,          
NGC2623         , CO9-8  ,  ,693,637,750,          
NGC2623         , CO10-9 ,  ,677,621,735,          
NGC2623         , CO11-10,  ,453,406,497,          
NGC2623         , CO12-11,  ,323,288,353,          
NGC2623         , CO13-12,  ,270,224,309,          
NGC2623         , NII    ,  ,435,394,480,          
IRAS 08572+3915 , CI1-0  ,  ,406,172,666,1140
IRAS 08572+3915 , CI2-1  ,  ,47.4,13.8,88.1,179
IRAS 08572+3915 , CO5-4  ,  ,171,49.5,304,525
IRAS 08572+3915 , CO6-5  ,  ,152,74.9,222,355
IRAS 08572+3915 , CO8-7  ,  ,102,48,162,232
IRAS 08572+3915 , CO9-8  ,  ,84.3,25.8,173,341
IRAS 08572+3915 , CO10-9 ,  ,124,59.3,185,          
IRAS 08572+3915 , CO11-10,  ,134,82.2,199,          
IRAS 08572+3915 , CO12-11,  ,61.1,17.8,129,198
IRAS 08572+3915 , CO13-12,  ,41.1,8.8,72.4,123
IRAS09022-3615  , CI1-0  ,  ,631,370,848,1140
IRAS09022-3615  , CI2-1  ,  ,376,341,407,          
IRAS09022-3615  , CO5-4  ,  ,798,633,949,          
IRAS09022-3615  , CO6-5  ,  ,690,641,756,          
IRAS09022-3615  , CO7-6  ,  ,541,507,567,          
IRAS09022-3615  , CO8-7  ,  ,340,310,369,          
IRAS09022-3615  , CO9-8  ,  ,402,341,462,          
IRAS09022-3615  , CO10-9 ,  ,271,241,310,          
IRAS09022-3615  , CO11-10,  ,230,192,267,          
IRAS09022-3615  , CO12-11,  ,163,130,196,          
IRAS09022-3615  , CO13-12,  ,112,83.5,146,          
IRAS09022-3615  , NII    , X,611,563,658,          
NGC2764         , CI1-0  ,  ,419,175,638,985
NGC2764         , CI2-1  ,  ,233,189,275,          
NGC2764         , CO4-3  ,  ,1490,1170,1770,          
NGC2764         , CO5-4  ,  ,527,341,687,886
NGC2764         , CO6-5  ,  ,177,117,250,          
NGC2764         , CO7-6  ,  ,138,92.3,182,          
NGC2764         , CO8-7  ,  ,88.3,37.3,130,186
NGC2764         , CO9-8  ,  ,73.8,18.6,149,258
NGC2764         , CO10-9 ,  ,68.9,21,127,200
NGC2764         , CO11-10,  ,84.8,31.8,154,265
NGC2764         , CO13-12,  ,54.4,12.8,109,170
NGC2764         , NII    ,  ,1380,1320,1440,          
NGC2798         , CI1-0  ,  ,852,679,1080,          
NGC2798         , CI2-1  ,  ,822,745,876,          
NGC2798         , CO4-3  ,  ,1720,1500,2020,          
NGC2798         , CO5-4  ,  ,1490,1370,1640,          
NGC2798         , CO6-5  ,  ,1450,1380,1520,          
NGC2798         , CO7-6  ,  ,1060,990,1110,          
NGC2798         , CO8-7  ,  ,674,583,754,          
NGC2798         , CO9-8  ,  ,582,471,675,          
NGC2798         , CO10-9 ,  ,520,418,617,          
NGC2798         , CO11-10,  ,383,311,477,          
NGC2798         , CO12-11,  ,149,78.9,221,320
NGC2798         , CO13-12,  ,446,300,573,          
NGC2798         , NII    , X,3730,3580,3880,          
UGC05101        , CI1-0  ,  ,384,155,646,1040
UGC05101        , CI2-1  ,  ,508,448,570,          
UGC05101        , CO5-4  ,  ,563,371,726,          
UGC05101        , CO6-5  ,  ,588,489,682,          
UGC05101        , CO7-6  ,  ,369,312,439,          
UGC05101        , CO8-7  ,  ,360,299,425,          
UGC05101        , CO9-8  ,  ,237,143,336,          
UGC05101        , CO10-9 ,  ,309,240,374,          
UGC05101        , CO11-10,  ,170,96.9,237,          
UGC05101        , CO12-11,  ,64.9,17.3,120,203
UGC05101        , CO13-12,  ,88.3,28.3,157,222
UGC05101        , NII    , X,1240,1150,1330,          
NGC2976_00      , CI1-0  ,  ,143,52.9,261,399
NGC2976_00      , CI2-1  ,  ,61.7,19,110,198
NGC2976_00      , CO4-3  ,  ,254,51.6,385,644
NGC2976_00      , CO5-4  ,  ,160,38,309,438
NGC2976_00      , CO6-5  ,  ,80.3,28.3,157,232
NGC2976_00      , CO7-6  ,  ,116,67,164,218
NGC2976_00      , CO9-8  ,  ,156,39.3,308,492
NGC2976_00      , CO10-9 ,  ,97.7,19.1,218,402
NGC2976_00      , CO11-10,  ,64,7.25,166,388
NGC2976_00      , CO12-11,  ,124,39.1,195,361
NGC2976_00      , NII    ,  ,2480,2360,2610,          
M81             , CI1-0  ,  ,1010,586,1370,          
M81             , CI2-1  ,  ,307,239,370,          
M81             , CO4-3  ,  ,749,341,1180,2010
M81             , CO5-4  ,  ,245,49.3,443,976
M81             , CO6-5  ,  ,197,73.8,319,488
M81             , CO7-6  ,  ,44.3,11.6,116,178
M81             , CO8-7  ,  ,106,42.2,181,238
M81             , CO9-8  ,  ,150,32.8,283,427
M81             , CO10-9 ,  ,94.7,16.2,159,390
M81             , CO12-11,  ,105,29.5,220,416
M81             , CO13-12,  ,185,43.3,309,527
M81             , NII    ,  ,2440,2340,2560,          
M82             , CI1-0  ,  ,16700,15800,17400,          
M82             , CI2-1  ,  ,33200,32400,33800,          
M82             , CO4-3  ,  ,55200,54100,56300,          
M82             , CO5-4  ,  ,63000,62200,63900,          
M82             , CO6-5  ,  ,62800,62200,63100,          
M82             , CO7-6  ,  ,56800,56000,57500,          
M82             , CO8-7  ,  ,51300,49900,52600,          
M82             , CO9-8  ,  ,40300,38800,41400,          
M82             , CO10-9 ,  ,29500,28600,30400,          
M82             , CO11-10,  ,19500,18600,20500,          
M82             , CO12-11,  ,14000,13200,14900,          
M82             , CO13-12,  ,8590,6310,11100,          
M82             , NII    ,  ,89800,88100,91800,          
NGC3077         , CI2-1  ,  ,49,14.1,95.5,153
NGC3077         , CO4-3  ,  ,219,70.6,310,475
NGC3077         , CO5-4  ,  ,137,49.8,256,398
NGC3077         , CO6-5  ,  ,75.5,23.6,135,203
NGC3077         , CO7-6  ,  ,92,47.6,129,193
NGC3077         , CO9-8  ,  ,37.1,3.45,105,227
NGC3077         , CO11-10,  ,98.5,28.5,208,349
NGC3077         , CO12-11,  ,77.1,18,158,268
NGC3077         , CO13-12,  ,154,59.5,258,462
NGC3077         , NII    ,  ,3750,3640,3860,          
NGC3110a        , CI1-0  ,  ,993,480,1380,2060
NGC3110a        , CI2-1  ,  ,730,614,826,          
NGC3110a        , CO5-4  ,  ,493,177,861,1650
NGC3110a        , CO6-5  ,  ,588,318,784,          
NGC3110a        , CO7-6  ,  ,395,268,497,          
NGC3110a        , CO8-7  ,  ,182,55.9,337,569
NGC3110a        , CO9-8  ,  ,370,170,571,832
NGC3110a        , CO10-9 ,  ,227,80.7,368,543
NGC3110a        , CO12-11,  ,143,39.1,271,463
NGC3110a        , NII    ,  ,3110,2970,3250,          
3C 236          , CO5-4  ,  ,166,46.6,293,493
3C 236          , CO6-5  ,  ,65.5,24.1,108,175
3C 236          , CO8-7  ,  ,59.4,20.2,99.3,164
3C 236          , CO11-10,  ,20.4,2.92,47.4,89.2
3C 236          , CO12-11,  ,34.7,10.1,71.9,118
3C 236          , NII    ,  ,28.1,10.5,66.9,117
NGC3221         , CI1-0  ,  ,352,102,789,1020
NGC3221         , CI2-1  ,  ,373,216,486,          
NGC3221         , CO4-3  ,  ,713,264,1100,1620
NGC3221         , CO5-4  ,  ,579,269,907,1370
NGC3221         , CO6-5  ,  ,284,111,455,747
NGC3221         , CO8-7  ,  ,116,20.4,283,565
NGC3221         , CO9-8  ,  ,435,117,727,1190
NGC3221         , CO10-9 ,  ,380,122,691,1000
NGC3221         , CO12-11,  ,239,56.2,415,689
NGC3221         , NII    ,  ,3450,3110,3730,          
NGC3227         , CI1-0  ,  ,1130,858,1420,          
NGC3227         , CI2-1  ,  ,1780,1700,1840,          
NGC3227         , CO4-3  ,  ,1660,1380,1980,          
NGC3227         , CO5-4  ,  ,1550,1350,1770,          
NGC3227         , CO6-5  ,  ,1180,1070,1270,          
NGC3227         , CO7-6  ,  ,740,669,805,          
NGC3227         , CO8-7  ,  ,698,612,788,          
NGC3227         , CO9-8  ,  ,445,313,576,          
NGC3227         , CO10-9 ,  ,334,199,431,          
NGC3227         , CO11-10,  ,403,269,514,          
NGC3227         , CO12-11,  ,306,218,398,          
NGC3227         , CO13-12,  ,105,28.2,193,351
NGC3227         , NII    , X,2050,1890,2210,          
NGC3256         , CI1-0  ,  ,3330,3120,3560,          
NGC3256         , CI2-1  ,  ,4790,4690,4880,          
NGC3256         , CO4-3  ,  ,8450,8230,8760,          
