CO,error,beam,ref,CI,error,beam,ref
192,47.9,43.5,1,530.999692731024,99.213522958016,13.5,this work
851,213,43.5,1,911,23,43.5,Lu et al. 2017
1590,169,43.5,15,,,,
1593.18931166353,191.711576922168,43.5,Lu et al. 2017,,,,
1771.78545007736,68.7558532865843,43.5,Lu et al. 2017,,,,
1322.31206174187,35.2616549797833,43.5,Lu et al. 2017,,,,
1201.5207576375,22.6702029742925,43.5,Lu et al. 2017,,,,
922.480231304887,36.370188331017,43.5,Lu et al. 2017,,,,
634.892360560398,35.271797808911,43.5,Lu et al. 2017,,,,
518.5602616677,26.4571562075357,43.5,Lu et al. 2017,,,,
233.334766887006,28.8661567282894,43.5,Lu et al. 2017,,,,
189.66221968959,24.259121123087,43.5,Lu et al. 2017,,,,
