CO,error,beam,ref,CI,error,beam,ref
150.9,2,16,Montoya Arroyave et al.2023,339.1,26,13,Montoya Arroyave et al.2023
583,14.6,27,Montoya Arroyave et al.2023,,,,
1041.2,36.6,11,Montoya Arroyave et al.2023,,,,
