CO,error,beam,ref,CI,error,beam,ref
4480.0,447.5,43.5,Kamenetzky et al. 2016,1450.0,175.0,43.5,Kamenetzky et al. 2016
3600.0,361.44018868963644,43.5,Kamenetzky et al. 2016,1150.0,55.0,43.5,Kamenetzky et al. 2016
2170.0,328.0,43.5,Kamenetzky et al. 2016,,,,
1620.0,215.0,43.5,Kamenetzky et al. 2016,,,,
2380.0,120.0,43.5,Kamenetzky et al. 2016,,,,
1960.0,85.0,43.5,Kamenetzky et al. 2016,,,,
1280.0,50.0,43.5,Kamenetzky et al. 2016,,,,
929.0,66.0,43.5,Kamenetzky et al. 2016,,,,
1380.0,135.0,43.5,Kamenetzky et al. 2016,,,,
1170.0,105.0,43.5,Kamenetzky et al. 2016,,,,
626.0,133.5,43.5,Kamenetzky et al. 2016,,,,
369.0,101.5,43.5,Kamenetzky et al. 2016,,,,
358.0,186.0,43.5,Kamenetzky et al. 2016,,,,
