CO,error,beam,ref,CI,error,beam,ref
115,28.8,43.5,1,288.858163644624,63.9721974275088,13.5,this work
472,118,43.5,1,367,19,43.5,Lu et al. 2017
405,111,43.5,5,,,,
nan,nan,43.5,Lu et al. 2017,,,,
817.442720097215,58.3887657212296,43.5,Lu et al. 2017,,,,
844.921492933017,26.5420364272152,43.5,Lu et al. 2017,,,,
800.123266343282,18.9602669749593,43.5,Lu et al. 2017,,,,
680.263253050437,29.8652159875801,43.5,Lu et al. 2017,,,,
648.99196032105,26.5496711040429,43.5,Lu et al. 2017,,,,
440.779649550798,21.242392749436,43.5,Lu et al. 2017,,,,
400.76159189745,19.3138116577084,43.5,Lu et al. 2017,,,,
258.963481585712,15.4935416333332,43.5,Lu et al. 2017,,,,
190.039144763798,16.3474533130149,43.5,Lu et al. 2017,,,,
