CO,error,beam,ref,CI,error,beam,ref
nan,nan,nan,no,584.97721711532,147.260650861688,13.5,this work
305.86154011295,31.2135962346273,nan,2019.2.00037.S,397,34,43.5,Lu et al. 2017
nan,nan,nan,no,,,,
nan,nan,43.5,Lu et al. 2017,,,,
nan,nan,43.5,Lu et al. 2017,,,,
nan,nan,43.5,Lu et al. 2017,,,,
246.381939655382,30.3239310345085,43.5,Lu et al. 2017,,,,
