CO,error,beam,ref,CI,error,beam,ref
105,12.8,22,R. Herrero-Illana et al.2019,295.12819712592,95.273275213248,13.5,this work
nan,nan,nan,no,404,34,43.5,Lu et al. 2017
nan,nan,nan,no,,,,
nan,nan,43.5,Lu et al. 2017,,,,
nan,nan,43.5,Lu et al. 2017,,,,
304.62871176109,48.5639975271304,43.5,Lu et al. 2017,,,,
325.47051253208,30.2763267471702,43.5,Lu et al. 2017,,,,
