CO,error,beam,ref,CI,error,beam,ref
174,34.8,43.5,2,476.708940469672,147.174406041264,13.5,this work
492.62456322411,49.6670444539126,nan,2016.2.00055.S,606,27,43.5,Lu et al. 2017
1010,156,43.5,5,,,,
nan,nan,43.5,Lu et al. 2017,,,,
952.250467003092,90.4371951902377,43.5,Lu et al. 2017,,,,
549.751254854111,44.334778617267,43.5,Lu et al. 2017,,,,
258.431179834302,30.4036682158002,43.5,Lu et al. 2017,,,,
