CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,194.07181602726553,16.005922971320867,1.0,636.2354381100045,146.05404711330291,24.0,1.0725152613322828,0.022917908512752747
2.0,850.3146578514211,130.04812414198204,2.0,1660.61450827454,43.01591798542483,70.0,21.69768195074676,0.01699574109999733
3.0,1294.4790203055752,171.06330175599177,,,,100.0,25.636314546253583,0.02951156957310876
4.0,1603.5934076892095,266.09846939820943,,,,160.0,17.794958511277567,0.0269116573936497
5.0,1366.505673676519,143.05293655618024,,,,250.0,6.050901598669141,0.009556952770713585
6.0,1369.5067842336416,62.022951513868364,,,,350.0,2.129163798675435,0.005848202580100332
7.0,1178.436078763499,38.01406705688706,,,,500.0,0.5759332252308467,0.003791658622880227
8.0,1036.3835123930262,46.01702854254749,,,,,,
9.0,844.3124367371757,78.02887448518923,,,,,,
10.0,662.2450629384009,26.009624828396408,,,,,,
11.0,371.1373388975026,56.020730399623034,,,,,,
12.0,282.1043923695303,32.011845942641735,,,,,,
13.0,126.04664339915183,35.0129564997644,,,,,,
