CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,51.94263879014862,5.150430428559041,1.0,94.07730762407778,22.789776145271425,24.0,0.984450101495715,0.04902833604771085
2.0,85.2905807627665,6.45499432571806,,,,70.0,2.08501034248678,0.019405357105347486
3.0,nan,nan,,,,100.0,2.2666888146464834,0.016437254283677854
,,,,,,160.0,1.7710500971854164,0.01553120765987186
,,,,,,250.0,0.8250094149460377,0.015659778948131396
,,,,,,350.0,0.3243960413949258,0.008737659377452904
,,,,,,500.0,0.09475500779762337,0.004549643074755824
