CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,192.0,47.9,1.0,860.5852583857135,160.79424613420807,24.0,5.745716883487722,0.025092148180611458
2.0,851.0,213.0,2.0,911.0,23.0,70.0,36.38074537037107,0.03266632930009939
3.0,1590.0,169.0,,,,100.0,34.58031685118681,0.0314336616688726
4.0,1593.18931166353,191.711576922168,,,,160.0,20.944131048980683,0.031010150179466858
5.0,1771.78545007736,68.7558532865843,,,,250.0,6.562021933056572,0.047546559731624
6.0,1322.31206174187,35.2616549797833,,,,350.0,2.1501778025321756,0.024146773918798537
7.0,1201.5207576375,22.6702029742925,,,,500.0,0.6007917382846557,0.008119266333341077
8.0,922.480231304887,36.370188331017,,,,,,
9.0,634.892360560398,35.271797808911,,,,,,
10.0,518.5602616677,26.4571562075357,,,,,,
11.0,233.334766887006,28.8661567282894,,,,,,
12.0,189.66221968959,24.259121123087,,,,,,
