CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,156.0,38.9,1.0,206.82713113606763,208.43756538438362,24.0,0.6218652046579914,0.03965493870872024
2.0,385.0,96.3,2.0,444.0,38.0,70.0,7.728202999123269,0.016210649420192798
3.0,739.1321943571844,113.11818034200009,,,,100.0,11.746951777581799,0.02210390459426276
4.0,nan,nan,,,,160.0,10.973516709001613,0.05580680309356934
5.0,nan,nan,,,,250.0,4.508629862910015,0.05672403321669424
6.0,377.88925654054,53.3490715116056,,,,350.0,1.7084797280252215,0.032352514823627075
7.0,179.1162262568,34.2988518364086,,,,500.0,0.5304059513010342,0.014493300362171491
8.0,nan,nan,,,,,,
9.0,nan,nan,,,,,,
10.0,208.14725061707,37.359762931269,,,,,,
