CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,nan,nan,1.0,1040.0,192.0,24.0,nan,nan
2.0,nan,nan,2.0,679.0,64.5,70.0,13.83749795977765,0.005897690114532153
3.0,2930.0,452.0,,,,100.0,25.211902770292117,0.005767779041498944
4.0,644.0,232.0,,,,160.0,26.772292283196936,0.011767109451746619
5.0,594.0,216.0,,,,250.0,11.579533689397065,0.005767308792697321
6.0,nan,431.0,,,,350.0,4.378916623221109,0.00410560651291468
7.0,nan,244.0,,,,500.0,1.3827771018966444,0.003701863328342291
8.0,nan,nan,,,,,,
9.0,nan,604.0,,,,,,
10.0,nan,nan,,,,,,
11.0,nan,615.0,,,,,,
12.0,nan,nan,,,,,,
13.0,nan,nan,,,,,,
