CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,649.3333333333334,93.88175334489185,1.0,2150.0,220.0,24.0,5.8599470501769,0.004091639787443982
2.0,3810.0,202.0,2.0,2740.0,60.0,70.0,59.28344929315396,0.021884586596094782
3.0,nan,nan,,,,100.0,70.33219885806665,0.5283107467061074
4.0,4170.0,270.0,,,,160.0,50.400776934732484,0.5313936757187573
5.0,4030.0,165.0,,,,250.0,18.478289797671934,0.008585943439198197
6.0,3430.0,90.0,,,,350.0,6.608178606301321,0.006374101363593675
7.0,2340.0,60.0,,,,500.0,1.9903802500036343,0.005146584187707962
8.0,1760.0,110.0,,,,,,
9.0,1430.0,125.0,,,,,,
10.0,860.0,95.5,,,,,,
11.0,561.0,93.0,,,,,,
12.0,nan,409.0,,,,,,
13.0,nan,629.0,,,,,,
