CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,nan,nan,1.0,504.0,291.5,24.0,0.2387332894034887,0.019521858240277083
2.0,2140.0,161.0,2.0,729.0,98.5,70.0,3.259417519154699,0.04240303166298061
3.0,2830.0,214.5,,,,100.0,8.32707368326325,0.08866158429463668
4.0,1500.0,375.0,,,,160.0,12.365603671906236,0.14328361194325917
5.0,1090.0,177.5,,,,250.0,6.609444130709299,0.03730486538972507
6.0,543.0,120.5,,,,350.0,2.7280163796652888,0.02253711039763012
7.0,489.0,98.5,,,,500.0,0.9435929212212109,0.009696138516041404
8.0,520.0,157.5,,,,,,
9.0,nan,996.0,,,,,,
10.0,nan,688.0,,,,,,
11.0,nan,772.0,,,,,,
12.0,504.0,212.5,,,,,,
13.0,nan,755.0,,,,,,
