CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,nan,nan,1.0,1010.0,392.0,24.0,nan,nan
2.0,nan,nan,2.0,307.0,65.5,70.0,5.069309488541113,0.0026483289333862296
3.0,nan,nan,,,,100.0,2.8885100098802936,0.10306123319436043
4.0,nan,2010.0,,,,160.0,3.32711041287295,0.004432866413532619
5.0,nan,976.0,,,,250.0,1.6194095449132848,0.03873833259866327
6.0,nan,488.0,,,,350.0,0.6295136421967983,0.02351900614419757
7.0,nan,178.0,,,,500.0,0.26832287671047916,0.009228494224239247
8.0,nan,238.0,,,,,,
9.0,nan,427.0,,,,,,
10.0,nan,390.0,,,,,,
11.0,nan,nan,,,,,,
12.0,nan,416.0,,,,,,
13.0,nan,527.0,,,,,,
