CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,149.0,9.0,1.0,584.0,260.0,24.0,0.5978289046013077,0.023611472478448844
2.0,nan,nan,2.0,393.0,53.0,70.0,6.766692794345995,0.016255479735304237
3.0,714.0,113.5,,,,100.0,11.154201005349305,0.017126287514753303
4.0,1070.0,326.5,,,,160.0,10.44235314903498,0.014237244781283095
5.0,nan,820.0,,,,250.0,4.257210194895235,0.005664043452640896
6.0,344.0,107.0,,,,350.0,1.6460732199056063,0.004075356282235183
7.0,nan,276.0,,,,500.0,0.5520114380954992,0.0028241333826934563
8.0,nan,322.0,,,,,,
9.0,nan,352.0,,,,,,
10.0,nan,nan,,,,,,
11.0,nan,605.0,,,,,,
12.0,nan,nan,,,,,,
13.0,nan,nan,,,,,,
