CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,257.2,26.08862779066772,1.0,842.0,266.5,24.0,nan,nan
2.0,563.0,70.5,2.0,996.0,51.0,70.0,19.56179986772892,0.021306241660751755
3.0,nan,nan,,,,100.0,nan,nan
4.0,2290.0,365.0,,,,160.0,20.18236700197951,0.03576027142386262
5.0,1780.0,185.0,,,,250.0,8.016927280657796,0.005360398428058748
6.0,1320.0,95.0,,,,350.0,3.0825236403627647,0.004153381156746897
7.0,992.0,52.0,,,,500.0,0.8582423809620606,0.0020186816726154968
8.0,652.0,61.0,,,,,,
9.0,698.0,81.5,,,,,,
10.0,476.0,75.0,,,,,,
11.0,339.0,69.0,,,,,,
12.0,233.0,62.0,,,,,,
13.0,nan,328.0,,,,,,
