CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,101.0,11.9,1.0,852.0,200.5,24.0,nan,nan
2.0,nan,nan,2.0,822.0,65.5,70.0,25.292252867838307,0.008078941341769503
3.0,nan,nan,,,,100.0,28.87315735112616,0.009521708016445205
4.0,1720.0,260.0,,,,160.0,19.814288358793913,0.008632752202739107
5.0,1490.0,135.0,,,,250.0,6.50716885792433,0.00520383072139422
6.0,1450.0,70.0,,,,350.0,2.351110141314228,0.004437398951500764
7.0,1060.0,60.0,,,,500.0,0.6268482888426576,0.002820926410437252
8.0,674.0,85.5,,,,,,
9.0,582.0,102.0,,,,,,
10.0,520.0,99.5,,,,,,
11.0,383.0,83.0,,,,,,
12.0,nan,320.0,,,,,,
13.0,446.0,136.5,,,,,,
