CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,333.0,20.65,1.0,668.0,220.5,24.0,nan,nan
2.0,nan,nan,2.0,683.0,59.5,70.0,19.292159597110846,0.008265042605882487
3.0,1700.0,259.0,,,,100.0,26.54236424985507,0.01146938134468778
4.0,1050.0,225.5,,,,160.0,21.331719615411323,0.00934476253605647
5.0,1220.0,150.0,,,,250.0,8.327441203678003,0.0045631910575417555
6.0,667.0,88.0,,,,350.0,3.0894850566687992,0.0029053395175954373
7.0,384.0,60.0,,,,500.0,0.8847611306867899,0.002510283402799861
8.0,nan,342.0,,,,,,
9.0,322.0,130.0,,,,,,
10.0,nan,416.0,,,,,,
11.0,nan,429.0,,,,,,
12.0,nan,329.0,,,,,,
13.0,361.0,146.0,,,,,,
