CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,nan,nan,1.0,154.73194166336032,78.09443069258522,24.0,1.829904931303417,0.014526707822924662
2.0,95.019392144793,10.2639009820219,2.0,243.0,27.0,70.0,9.99722874263043,0.02284791739419123
3.0,nan,nan,,,,100.0,9.108047795903678,0.03065177108687067
4.0,nan,nan,,,,160.0,5.382989755492244,0.027882021944747083
5.0,nan,nan,,,,250.0,1.3978020781902072,0.2080150681915144
6.0,280.407886557875,48.9601071767719,,,,350.0,0.4311310808870904,0.09607043085741185
7.0,408.248789585993,26.7078647392705,,,,500.0,0.11986348736334608,0.04198598486907915
8.0,424.027043339744,43.4043430190289,,,,,,
9.0,nan,nan,,,,,,
10.0,416.77794577598,32.0598419827677,,,,,,
11.0,nan,nan,,,,,,
12.0,184.840629984817,31.1779375878005,,,,,,
13.0,429.707653580354,28.7842447374399,,,,,,
