CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,2518.0,916.7408047670835,1.0,1870.0,200.0,24.0,nan,nan
2.0,2660.0,143.0,2.0,1660.0,70.0,70.0,39.75330812617348,0.004583807621039348
3.0,8100.0,1240.0,,,,100.0,64.17000801519002,0.006572287329576809
4.0,3140.0,230.0,,,,160.0,57.3839709655086,0.008744412891151984
5.0,2970.0,115.0,,,,250.0,21.893970843088706,0.014400288419585511
6.0,2370.0,80.0,,,,350.0,8.191783864727247,0.009233631647591072
7.0,1120.0,70.0,,,,500.0,2.4607610471892025,0.004220483179016132
8.0,414.0,125.5,,,,,,
9.0,nan,660.0,,,,,,
10.0,nan,494.0,,,,,,
11.0,nan,nan,,,,,,
12.0,nan,370.0,,,,,,
13.0,nan,nan,,,,,,
