CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,264.0,41.2802616270779,1.0,1030.0,377.5,24.0,0.5334694892293549,0.02980158746428486
2.0,352.0,44.0,2.0,784.0,75.5,70.0,7.305492960792928,0.00808171380805427
3.0,nan,nan,,,,100.0,nan,nan
4.0,nan,2030.0,,,,160.0,11.620057246065452,0.013450130722278776
5.0,nan,800.0,,,,250.0,5.128702647604544,0.00603061415067094
6.0,468.0,108.5,,,,350.0,1.9403857027650842,0.005026220363747791
7.0,nan,235.0,,,,500.0,0.5722743493448996,0.004333756977777476
8.0,nan,338.0,,,,,,
9.0,nan,280.0,,,,,,
10.0,nan,nan,,,,,,
11.0,nan,276.0,,,,,,
12.0,nan,nan,,,,,,
13.0,nan,292.0,,,,,,
