CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,8633.333333333334,812.4977948688024,1.0,26000.0,1100.0,24.0,nan,0.29339878905000816
2.0,32400.0,1211.4299401946444,2.0,40000.0,1050.0,70.0,1239.215530487444,0.9594485082207893
3.0,69000.0,4825.0,,,,100.0,1374.552750968453,0.04490685492962019
4.0,75300.0,1700.0,,,,160.0,901.5310897214433,3.790862034912889
5.0,84400.0,900.0,,,,250.0,nan,nan
6.0,74400.0,600.0,,,,350.0,106.52809977001479,0.045499576354262175
7.0,62700.0,1100.0,,,,500.0,28.50979969636709,0.013766258845682331
8.0,51500.0,1400.0,,,,,,
9.0,42300.0,1650.0,,,,,,
10.0,29700.0,1800.0,,,,,,
11.0,21900.0,2000.0,,,,,,
12.0,15900.0,1250.0,,,,,,
13.0,nan,17700.0,,,,,,
