CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,nan,nan,1.0,1020.0,166.5,24.0,nan,nan
2.0,nan,nan,2.0,852.0,52.0,70.0,13.74604405655795,0.007211009940916976
3.0,4570.0,705.0,,,,100.0,22.43062202707178,0.0032286200793836856
4.0,2370.0,220.0,,,,160.0,22.352601133845912,0.00566406659593892
5.0,1740.0,165.0,,,,250.0,10.568480233920061,0.005296824531355939
6.0,1210.0,80.0,,,,350.0,4.089638625012636,0.003961571578893728
7.0,526.0,51.0,,,,500.0,1.25683478077016,0.0024753888876092563
8.0,nan,347.0,,,,,,
9.0,nan,394.0,,,,,,
10.0,369.0,111.5,,,,,,
11.0,nan,621.0,,,,,,
12.0,nan,nan,,,,,,
13.0,nan,682.0,,,,,,
