CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,320.6,29.35441023083244,1.0,848.0,240.5,24.0,1.5991497380833368,0.031100630978103866
2.0,1072.3333333333333,297.9537851002325,2.0,755.0,103.5,70.0,20.31333237037076,0.07311149075688209
3.0,nan,nan,,,,100.0,30.370635687390774,0.056326516830913345
4.0,nan,1450.0,,,,160.0,27.13234762711221,0.08216444087949588
5.0,718.0,226.0,,,,250.0,10.75135875930928,0.005265301637773325
6.0,667.0,126.0,,,,350.0,3.933393786639676,0.00461696939044062
7.0,407.0,109.0,,,,500.0,1.161053858625322,0.0022764969243314315
8.0,nan,641.0,,,,,,
9.0,nan,588.0,,,,,,
10.0,nan,nan,,,,,,
11.0,nan,nan,,,,,,
12.0,nan,470.0,,,,,,
13.0,nan,nan,,,,,,
