CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,525.0,47.05,1.0,1270.0,250.0,24.0,nan,nan
2.0,nan,nan,2.0,917.0,90.0,70.0,12.443333437959806,0.004711806627722923
3.0,2640.0,416.0,,,,100.0,26.08078168419137,0.007292809361837017
4.0,1520.0,270.0,,,,160.0,29.010520999361685,0.013260626912637014
5.0,748.0,231.0,,,,250.0,13.111922525540642,0.014905964152278026
6.0,305.0,117.5,,,,350.0,4.949215522948226,0.006920706933812918
7.0,nan,216.0,,,,500.0,1.5952249050172038,0.0028402071342392816
8.0,nan,nan,,,,,,
9.0,nan,1000.0,,,,,,
10.0,nan,nan,,,,,,
11.0,nan,nan,,,,,,
12.0,nan,1100.0,,,,,,
13.0,nan,nan,,,,,,
