CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,890.0,83.0,1.0,1510.0,260.0,24.0,1.4873549605121195,0.07319416321426019
2.0,3560.0,268.0,2.0,2770.0,100.0,70.0,nan,0.14414156495033223
3.0,7060.0,1080.0,,,,100.0,nan,nan
4.0,1570.0,255.0,,,,160.0,nan,0.5475955471120291
5.0,1930.0,255.0,,,,250.0,20.084885450476783,0.40333914302334184
6.0,1320.0,150.0,,,,350.0,7.950962017109408,0.1404053213083064
7.0,884.0,105.0,,,,500.0,2.515134227246535,0.058005784555946405
8.0,nan,731.0,,,,,,
9.0,nan,1750.0,,,,,,
10.0,nan,1810.0,,,,,,
11.0,nan,1230.0,,,,,,
12.0,nan,1020.0,,,,,,
13.0,nan,1890.0,,,,,,
