CO Jup,flux,error,CI Jup,flux,error,dust wavelength,flux,error
1.0,332.0,76.74736457201641,1.0,1150.0,417.0,24.0,0.9627493604313021,0.012714642404447987
2.0,935.0,72.0,2.0,761.0,82.5,70.0,12.085023211597443,0.013725485718087798
3.0,1495.0,113.94872750496164,,,,100.0,17.39487692735712,0.03279983966165994
4.0,nan,2030.0,,,,160.0,14.927113203893553,0.04069696636640888
5.0,1380.0,295.0,,,,250.0,6.010695205544541,0.007678834949784217
6.0,948.0,119.0,,,,350.0,2.256028658416604,0.004453763829669058
7.0,575.0,81.0,,,,500.0,0.6581803949870626,0.004312123162417005
8.0,507.0,126.0,,,,,,
9.0,519.0,160.5,,,,,,
10.0,479.0,148.5,,,,,,
11.0,nan,464.0,,,,,,
12.0,nan,446.0,,,,,,
13.0,nan,560.0,,,,,,
